time,flow
967.5,0.7
968,0.7
968.5,0.7
969,0.7
969.5,0.7
970,0.7
970.5,0.7
971,0.7
971.5,0.7
972,0.7
972.5,0.7
973,0.7
973.5,0.7
974,0.7
974.5,0.7
975,0.7
975.5,0.7
976,0.7
976.5,0.7
977,0.7
977.5,0.7
978,0.7
978.5,0.7
979,0.7
979.5,0.7
980,0.7
980.5,0.7
981,0.7
981.5,0.7
982,0.7
982.5,0.7
983,0.7
983.5,0.7
984,0.7
984.5,0.7
985,0.7
985.5,0.7
986,0.7
986.5,0.7
987,0.7
987.5,0.7
988,0.7
988.5,0.7
989,0.7
989.5,0.7
990,0.7
990.5,0.7
991,0.7
991.5,0.7
992,0.7
992.5,0.7
993,0.7
993.5,0.7
994,0.7
994.5,0.7
995,0.7
995.5,0.7
996,0.7
996.5,0.7
997,0.7
997.5,0.7
998,0.7
998.5,0.7
999,0.7
999.5,0.7
1000,0.7
1000.5,0.7
1001,0.7
1001.5,0.7
1002,0.7
1002.5,0.7
1003,0.7
1003.5,0.7
1004,0.7
1004.5,0.7
1005,0.7
1005.5,0.7
1006,0.7
1006.5,0.7
1007,0.7
1007.5,0.7
1008,0.7
1008.5,0.7
1009,0.7
1009.5,0.7
1010,0.7
1010.5,0.7
1011,0.7
1011.5,0.7
1012,0.7
1012.5,0.7
1013,0.7
1013.5,0.7
1014,0.7
1014.5,0.7
1015,0.7
1015.5,0.7
1016,0.7
1016.5,0.7
1017,0.7
1017.5,0.7
1018,0.7
1018.5,0.7
1019,0.7
1019.5,0.7
1020,0.7
1020.5,0.7
1021,0.7
1021.5,0.7
1022,0.7
1022.5,0.7
1023,0.7
1023.5,0.7
1024,0.7
1024.5,0.7
1025,0.7
1025.5,0.7
1026,0.7
1026.5,0.7
1027,0.7
1027.5,0.7
1028,0.7
1028.5,0.7
1029,0.7
1029.5,0.7
1030,0.7
1030.5,0.7
1031,0.7
1031.5,0.7
1032,0.7
1032.5,0.7
1033,0.7
1033.5,0.7
1034,0.7
1034.5,0.7
1035,0.7
1035.5,0.7
1036,0.7
1036.5,0.7
1037,0.7
1037.5,0.7
1038,0.7
1038.5,0.7
1039,0.7
1039.5,0.7
1040,0.7
1040.5,0.7
1041,0.7
1041.5,0.7
1042,0.7
1042.5,0.7
1043,0.7
1043.5,0.7
1044,0.7
1044.5,0.7
1045,0.7
1045.5,0.7
1046,0.7
1046.5,0.7
1047,0.7
1047.5,0.7
1048,0.7
1048.5,0.7
1049,0.7
1049.5,0.7
1050,0.7
1050.5,0.7
1051,0.7
1051.5,0.7
1052,0.7
1052.5,0.7
1053,0.7
1053.5,0.7
1054,0.7
1054.5,0.7
1055,0.7
1055.5,0.7
1056,0.7
1056.5,0.7
1057,0.7
1057.5,0.7
1058,0.7
1058.5,0.7
1059,0.7
1059.5,0.7
1060,0.7
1060.5,0.7
1061,0.7
1061.5,0.7
1062,0.7
1062.5,0.7
1063,0.7
1063.5,0.7
1064,0.7
1064.5,0.7
1065,0.7
1065.5,0.7
1066,0.7
1066.5,0.7
1067,0.7
1067.5,0.7
1068,0.7
1068.5,0.7
1069,0.7
1069.5,0.7
1070,0.7
1070.5,0.7
1071,0.7
1071.5,0.7
1072,0.7
1072.5,0.7
1073,0.7
1073.5,0.7
1074,0.7
1074.5,0.7
1075,0.7
1075.5,0.7
1076,0.7
1076.5,0.7
1077,0.7
1077.5,0.7
1078,0.7
1078.5,0.7
1079,0.7
1079.5,0.7
1080,0.7
1080.5,0.7
1081,0.7
1081.5,0.7
1082,0.7
1082.5,0.7
1083,0.7
1083.5,0.7
1084,0.7
1084.5,0.7
1085,0.7
1085.5,0.7
1086,0.7
1086.5,0.7
1087,0.7
1087.5,0.7
1088,0.7
1088.5,0.7
1089,0.7
1089.5,0.7
1090,0.7
1090.5,0.7
1091,0.7
1091.5,0.7
1092,0.7
1092.5,0.7
1093,0.7
1093.5,0.7
1094,0.7
1094.5,0.7
1095,0.7
1095.5,0.7
1096,0.7
1096.5,0.7
1097,0.7
1097.5,0.7
1098,0.7
1098.5,0.7
1099,0.7
1099.5,0.7
1100,0.7
1100.5,0.7
1101,0.7
1101.5,0.7
1102,0.7
1102.5,0.7
1103,0.7
1103.5,0.7
1104,0.7
1104.5,0.7
1105,0.7
1105.5,0.7
1106,0.7
1106.5,0.7
1107,0.7
1107.5,0.7
1108,0.7
1108.5,0.7
1109,0.7
1109.5,0.7
1110,0.7
1110.5,0.7
1111,0.7
1111.5,0.7
1112,0.7
1112.5,0.7
1113,0.7
1113.5,0.7
1114,0.7
1114.5,0.7
1115,0.7
1115.5,0.7
1116,0.7
1116.5,0.7
1117,0.7
1117.5,0.7
1118,0.7
1118.5,0.7
1119,0.7
1119.5,0.7
1120,0.7
1120.5,0.7
1121,0.7
1121.5,0.7
1122,0.7
1122.5,0.7
1123,0.7
1123.5,0.7
1124,0.7
1124.5,0.7
1125,0.7
1125.5,0.7
1126,0.7
1126.5,0.7
1127,0.7
1127.5,0.7
1128,0.7
1128.5,0.7
1129,0.7
1129.5,0.7
1130,0.7
1130.5,0.7
1131,0.7
1131.5,0.7
1132,0.7
1132.5,0.7
1133,0.7
1133.5,0.7
1134,0.7
1134.5,0.7
1135,0.7
1135.5,0.7
1136,0.7
1136.5,0.7
1137,0.7
1137.5,0.7
1138,0.7
1138.5,0.7
1139,0.7
1139.5,0.7
1140,0.7
1140.5,0.7
1141,0.7
1141.5,0.7
1142,0.7
1142.5,0.7
1143,0.7
1143.5,0.7
1144,0.7
1144.5,0.7
1145,0.7
1145.5,0.7
1146,0.7
1146.5,0.7
1147,0.7
1147.5,0.7
1148,0.7
1148.5,0.7
1149,0.7
1149.5,0.7
1150,0.7
1150.5,0.7
1151,0.7
1151.5,0.7
1152,0.7
1152.5,0.7
1153,0.7
1153.5,0.7
1154,0.7
1154.5,0.7
1155,0.7
1155.5,0.7
1156,0.7
1156.5,0.7
1157,0.7
1157.5,0.7
1158,0.7
1158.5,0.7
1159,0.7
1159.5,0.7
1160,0.7
1160.5,0.7
1161,0.7
1161.5,0.7
1162,0.7
1162.5,0.7
1163,0.7
1163.5,0.7
1164,0.7
1164.5,0.7
1165,0.7
1165.5,0.7
1166,0.7
1166.5,0.7
1167,0.7
1167.5,0.7
1168,0.7
1168.5,0.7
1169,0.7
1169.5,0.7
1170,0.7
1170.5,0.7
1171,0.7
1171.5,0.7
1172,0.7
1172.5,0.7
1173,0.7
1173.5,0.7
1174,0.7
1174.5,0.7
1175,0.7
1175.5,0.7
1176,0.7
1176.5,0.7
1177,0.7
1177.5,0.7
1178,0.7
1178.5,0.7
1179,0.7
1179.5,0.7
1180,0.7
1180.5,0.7
1181,0.7
1181.5,0.7
1182,0.7
1182.5,0.7
1183,0.7
1183.5,0.7
1184,0.7
1184.5,0.7
1185,0.7
1185.5,0.7
1186,0.7
1186.5,0.7
1187,0.7
1187.5,0.7
1188,0.7
1188.5,0.7
1189,0.7
1189.5,0.7
1190,0.7
1190.5,0.7
1191,0.7
1191.5,0.7
1192,0.7
1192.5,0.7
1193,0.7
1193.5,0.7
1194,0.7
1194.5,0.7
1195,0.7
1195.5,0.7
1196,0.7
1196.5,0.7
1197,0.7
1197.5,0.7
1198,0.7
1198.5,0.7
1199,0.7
1199.5,0.7
1200,0.7
1200.5,0.696250019
1201,0.692500037
1201.5,0.688750056
1202,0.685000075
1202.5,0.681250094
1203,0.677500112
1203.5,0.673750131
1204,0.67000015
1204.5,0.666250169
1205,0.662500187
1205.5,0.658750206
1206,0.655000225
1206.5,0.651250244
1207,0.647500262
1207.5,0.643750281
1208,0.6400003
1208.5,0.636250319
1209,0.632500337
1209.5,0.628750356
1210,0.625000375
1210.5,0.621250394
1211,0.617500412
1211.5,0.613750431
1212,0.61000045
1212.5,0.606250469
1213,0.602500487
1213.5,0.598750506
1214,0.595000525
1214.5,0.591250544
1215,0.587500562
1215.5,0.583750581
1216,0.5800006
1216.5,0.576250619
1217,0.572500637
1217.5,0.568750656
1218,0.565000675
1218.5,0.561250694
1219,0.557500712
1219.5,0.553750731
1220,0.55000075
1220.5,0.546250769
1221,0.542500787
1221.5,0.538750806
1222,0.535000825
1222.5,0.531250844
1223,0.527500862
1223.5,0.523750881
1224,0.5200009
1224.5,0.516250919
1225,0.512500937
1225.5,0.508750956
1226,0.505000975
1226.5,0.501250994
1227,0.497501012
1227.5,0.493751031
1228,0.49000105
1228.5,0.486251069
1229,0.482501087
1229.5,0.478751106
1230,0.475001125
1230.5,0.475556627
1231,0.476112129
1231.5,0.476667631
1232,0.477223133
1232.5,0.477778635
1233,0.478334137
1233.5,0.47888964
1234,0.479445142
1234.5,0.480000644
1235,0.480556146
1235.5,0.481111648
1236,0.48166715
1236.5,0.482222652
1237,0.482778154
1237.5,0.483333656
1238,0.483889158
1238.5,0.48444466
1239,0.485000162
1239.5,0.485555665
1240,0.486111167
1240.5,0.486666669
1241,0.487222171
1241.5,0.487777673
1242,0.488333175
1242.5,0.488888677
1243,0.489444179
1243.5,0.489999681
1244,0.490555183
1244.5,0.491110685
1245,0.491666187
1245.5,0.49222169
1246,0.492777192
1246.5,0.493332694
1247,0.493888196
1247.5,0.494443698
1248,0.4949992
1248.5,0.495554702
1249,0.496110204
1249.5,0.496665706
1250,0.497221208
1250.5,0.49777671
1251,0.498332212
1251.5,0.498887715
1252,0.499443217
1252.5,0.499998719
1253,0.500554221
1253.5,0.501109723
1254,0.501665225
1254.5,0.502220727
1255,0.502776229
1255.5,0.503331731
1256,0.503887233
1256.5,0.504442735
1257,0.504998237
1257.5,0.50555374
1258,0.506109242
1258.5,0.506664744
1259,0.507220246
1259.5,0.507775748
1260,0.50833125
1260.5,0.504511833
1261,0.500692417
1261.5,0.496873
1262,0.493053583
1262.5,0.489234167
1263,0.48541475
1263.5,0.481595333
1264,0.477775917
1264.5,0.4739565
1265,0.470137083
1265.5,0.466317667
1266,0.46249825
1266.5,0.458678833
1267,0.454859417
1267.5,0.45104
1268,0.447220583
1268.5,0.443401167
1269,0.43958175
1269.5,0.435762333
1270,0.431942917
1270.5,0.4281235
1271,0.424304083
1271.5,0.420484667
1272,0.41666525
1272.5,0.412845833
1273,0.409026417
1273.5,0.405207
1274,0.401387583
1274.5,0.397568167
1275,0.39374875
1275.5,0.389929333
1276,0.386109917
1276.5,0.3822905
1277,0.378471083
1277.5,0.374651667
1278,0.37083225
1278.5,0.367012833
1279,0.363193417
1279.5,0.359374
1280,0.355554583
1280.5,0.351735167
1281,0.34791575
1281.5,0.344096333
1282,0.340276917
1282.5,0.3364575
1283,0.332638083
1283.5,0.328818667
1284,0.32499925
1284.5,0.321179833
1285,0.317360417
1285.5,0.313541
1286,0.309721583
1286.5,0.305902167
1287,0.30208275
1287.5,0.298263333
1288,0.294443917
1288.5,0.2906245
1289,0.286805083
1289.5,0.282985667
1290,0.27916625
1290.5,0.274513479
1291,0.269860708
1291.5,0.265207937
1292,0.260555167
1292.5,0.255902396
1293,0.251249625
1293.5,0.246596854
1294,0.241944083
1294.5,0.237291312
1295,0.232638542
1295.5,0.227985771
1296,0.223333
1296.5,0.218680229
1297,0.214027458
1297.5,0.209374687
1298,0.204721917
1298.5,0.200069146
1299,0.195416375
1299.5,0.190763604
1300,0.186110833
1300.5,0.181458062
1301,0.176805292
1301.5,0.172152521
1302,0.16749975
1302.5,0.162846979
1303,0.158194208
1303.5,0.153541437
1304,0.148888667
1304.5,0.144235896
1305,0.139583125
1305.5,0.134930354
1306,0.130277583
1306.5,0.125624813
1307,0.120972042
1307.5,0.116319271
1308,0.1116665
1308.5,0.107013729
1309,0.102360958
1309.5,0.097708187
1310,0.093055417
1310.5,0.088402646
1311,0.083749875
1311.5,0.079097104
1312,0.074444333
1312.5,0.069791562
1313,0.065138792
1313.5,0.060486021
1314,0.05583325
1314.5,0.051180479
1315,0.046527708
1315.5,0.041874937
1316,0.037222167
1316.5,0.032569396
1317,0.027916625
1317.5,0.023263854
1318,0.018611083
1318.5,0.013958313
1319,0.009305542
1319.5,0.004652771
1320,0
